Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
98,1.470460e+02,8.691807,3.034610e-03,0.174000
99,1.485400e+02,8.689662,2.919450e-03,0.186000
100,1.500400e+02,8.695288,3.069890e-03,0.084000
101,1.515470e+02,8.685389,2.860080e-03,-0.060000
102,1.530340e+02,8.685655,2.867950e-03,-0.090000
103,1.545430e+02,8.690782,3.037710e-03,0.162000
104,1.560390e+02,8.684714,2.585430e-03,-0.054000
105,1.575400e+02,8.681351,2.787130e-03,0.084000
106,1.590410e+02,8.668746,2.253070e-03,0.168000
107,1.605410e+02,8.661645,1.961960e-03,0.114000
108,1.620340e+02,8.653843,1.623400e-03,0.120000
109,1.635400e+02,8.654989,1.532090e-03,0.138000
110,1.650410e+02,8.667217,2.562300e-03,0.084000
111,1.665390e+02,8.667861,2.225180e-03,0.150000
112,1.680430e+02,8.658529,1.617680e-03,0.138000
113,1.695400e+02,8.649423,1.170880e-03,-0.006000
114,1.710370e+02,8.673585,2.716790e-03,0.216000
115,1.725360e+02,8.654651,1.273640e-03,-0.120000
116,1.740430e+02,8.663399,2.225180e-03,-0.054000
117,1.755410e+02,8.650499,1.288900e-03,0.126000
118,1.770370e+02,8.648143,1.216900e-03,0.000000
119,1.785380e+02,8.636790,6.639990e-04,0.156000
120,1.800480e+02,8.645355,1.446730e-03,0.066000
121,1.815420e+02,8.643135,1.373540e-03,0.138000
122,1.830410e+02,8.633394,5.457440e-04,0.126000
123,1.845490e+02,8.621448,3.478550e-04,0.216000
124,1.860490e+02,8.644926,1.525410e-03,0.132000
125,1.875360e+02,8.620472,1.964580e-04,0.246000
126,1.890560e+02,8.627377,5.574260e-04,-0.084000
127,1.905410e+02,8.612331,1.225480e-04,0.474000
128,1.920410e+02,8.616783,2.992170e-04,0.156000
129,1.935500e+02,8.616250,2.658390e-04,0.348000
130,1.950480e+02,8.614912,1.828680e-04,0.264000
131,1.965370e+02,8.624058,7.071530e-04,0.198000
132,1.980610e+02,8.629421,5.960500e-04,0.102000
133,1.995410e+02,8.609966,1.359000e-04,0.282000
134,2.010410e+02,8.603347,7.271810e-05,0.786000
135,2.025380e+02,8.608618,1.668940e-04,0.288000
136,2.040460e+02,8.609299,1.876360e-04,0.300000
137,2.055360e+02,8.612071,1.916890e-04,0.258000
138,2.070400e+02,8.604396,8.010910e-05,0.474000
139,2.085480e+02,8.590287,2.431880e-05,1.848000
140,2.100400e+02,8.610791,2.763290e-04,0.036000
141,2.115470e+02,8.596608,3.361730e-05,1.116000
142,2.130480e+02,8.578773,8.821550e-06,5.292000
143,2.145380e+02,8.572723,6.437330e-06,3.816000
144,2.160350e+02,8.580101,1.478200e-05,0.684000
145,2.175400e+02,8.597002,1.082430e-04,0.354000
146,2.190420e+02,8.592624,2.574930e-05,1.458000
147,2.205410e+02,8.587988,2.312670e-05,2.004000
148,2.220460e+02,8.582763,1.072890e-05,0.000000
149,2.235370e+02,8.562692,1.907360e-06,22.620000
150,2.250430e+02,8.560919,2.384200e-06,21.804000
151,2.265420e+02,8.561172,4.291560e-06,6.912000
152,2.280420e+02,8.572581,5.960490e-06,8.130000
153,2.295470e+02,8.565335,3.576290e-06,8.130000
154,2.310470e+02,8.569534,7.867870e-06,0.000000
155,2.325340e+02,8.588106,4.196190e-05,1.152000
156,2.340350e+02,8.566429,2.145780e-06,13.242000
157,2.355390e+02,8.554914,1.430520e-06,29.748000
158,2.370410e+02,8.554502,9.536820e-07,14.034000
159,2.385370e+02,8.546511,9.536820e-07,33.690000
160,2.400460e+02,8.541047,9.536820e-07,53.130000
161,2.415380e+02,8.548764,9.536820e-07,21.804000
162,2.430410e+02,8.538476,9.536820e-07,38.658000
163,2.445430e+02,8.526858,4.768410e-07,23.202000
164,2.460420e+02,8.550459,2.622620e-06,15.522000
165,2.475340e+02,8.555148,2.145780e-06,23.964000
166,2.490350e+02,8.530847,7.152590e-07,108.432000
167,2.505370e+02,8.519280,7.152590e-07,59.034000
168,2.520390e+02,8.534143,4.768410e-07,18.432000
169,2.535420e+02,8.537737,9.536820e-07,33.690000
170,2.550470e+02,8.517684,9.536820e-07,63.438000
171,2.565430e+02,8.526149,7.152590e-07,26.562000
172,2.580400e+02,8.520694,7.152590e-07,53.130000
173,2.595450e+02,8.517797,4.768410e-07,53.130000
174,2.610410e+02,8.545729,1.668940e-06,17.100000
175,2.625420e+02,8.526431,9.536820e-07,63.438000
176,2.640470e+02,8.508212,4.768410e-07,30.966000
177,2.655510e+02,8.508093,2.384200e-07,0.000000
178,2.670380e+02,8.527263,4.768410e-07,14.034000
179,2.685490e+02,8.513243,7.152590e-07,36.870000
180,2.700430e+02,8.493896,9.536820e-07,75.966000
181,2.715420e+02,8.496319,4.768410e-07,30.966000
182,2.730410e+02,8.503306,7.152590e-07,53.130000
183,2.745410e+02,8.505160,9.536820e-07,18.432000
184,2.760350e+02,8.500856,9.536820e-07,116.562000
185,2.775550e+02,8.488069,9.536820e-07,63.438000
186,2.790410e+02,8.499953,4.768410e-07,30.966000
187,2.805390e+02,8.478389,7.152590e-07,53.130000
188,2.820500e+02,8.486218,9.536820e-07,18.432000
189,2.835410e+02,8.491751,7.152590e-07,45.000000
190,2.850380e+02,8.479811,7.152590e-07,63.438000
191,2.865400e+02,8.478989,4.768410e-07,30.966000
192,2.880420e+02,8.477213,7.152590e-07,45.000000
193,2.895400e+02,8.481211,4.768410e-07,18.432000
194,2.910400e+02,8.480039,9.536820e-07,36.870000
195,2.925470e+02,8.468650,7.152590e-07,63.438000
196,2.940350e+02,8.476393,4.768410e-07,21.804000
197,2.955470e+02,8.477164,7.152590e-07,-9.462000
198,2.970500e+02,8.454757,4.768410e-07,53.130000
199,2.985440e+02,8.463209,4.768410e-07,36.870000
200,3.000520e+02,8.461886,2.384200e-07,0.000000
201,3.015420e+02,8.459254,4.768410e-07,21.804000
202,3.030360e+02,8.459172,7.152590e-07,53.130000
203,3.045440e+02,8.465801,9.536820e-07,9.462000
204,3.060380e+02,8.459589,4.768410e-07,30.966000
205,3.075410e+02,8.448015,7.152590e-07,63.438000
206,3.090410e+02,8.457520,4.768410e-07,30.966000
207,3.105480e+02,8.439925,7.152590e-07,53.130000
208,3.120390e+02,8.429641,9.536820e-07,75.966000
209,3.135410e+02,8.432852,4.768410e-07,36.870000
210,3.150340e+02,8.431574,7.152590e-07,63.438000
211,3.165410e+02,8.430797,4.768410e-07,21.804000
212,3.180400e+02,8.430996,7.152590e-07,45.000000
213,3.195410e+02,8.434559,4.768410e-07,9.462000
214,3.210370e+02,8.438766,4.768410e-07,30.966000
215,3.225410e+02,8.429858,7.152590e-07,63.438000
216,3.240380e+02,8.426001,4.768410e-07,90.000000
217,3.255420e+02,8.420901,7.152590e-07,45.000000
218,3.270490e+02,8.415975,4.768410e-07,9.462000
219,3.285480e+02,8.416698,4.768410e-07,36.870000
220,3.300400e+02,8.430181,7.152590e-07,53.130000
221,3.315370e+02,8.435398,9.536820e-07,90.000000
222,3.330480e+02,8.401433,4.768410e-07,45.000000
223,3.345470e+02,8.402395,4.768410e-07,135.000000
224,3.360490e+02,8.389150,4.768410e-07,30.966000
225,3.375410e+02,8.387659,7.152590e-07,0.000000
226,3.390520e+02,8.382012,4.768410e-07,18.432000
227,3.405350e+02,8.418013,7.152590e-07,36.870000
228,3.420420e+02,8.415018,4.768410e-07,9.462000
229,3.435360e+02,8.413910,4.768410e-07,30.966000
230,3.450440e+02,8.402563,7.152590e-07,0.000000
231,3.465380e+02,8.405750,4.768410e-07,18.432000
232,3.480500e+02,8.390703,4.768410e-07,36.870000
233,3.495410e+02,8.382990,4.768410e-07,9.462000
234,3.510420e+02,8.386169,4.768410e-07,30.966000
235,3.525400e+02,8.399881,7.152590e-07,53.130000
236,3.540370e+02,8.397824,9.536820e-07,75.966000
237,3.555390e+02,8.402965,7.152590e-07,36.870000
238,3.570550e+02,8.399545,7.152590e-07,63.438000
239,3.585430e+02,8.387033,4.768410e-07,30.966000
240,3.600370e+02,8.403792,7.152590e-07,-9.462000
241,3.615400e+02,8.411062,4.768410e-07,9.462000
242,3.630420e+02,8.415891,4.768410e-07,36.870000
243,3.645380e+02,8.392907,4.768410e-07,9.462000
244,3.660370e+02,8.387671,4.768410e-07,21.804000
245,3.675370e+02,8.381700,7.152590e-07,45.000000
246,3.690400e+02,8.401464,4.768410e-07,9.462000
247,3.705480e+02,8.415595,4.768410e-07,-18.432000
