Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
0,3.800000e-02,8.409129,7.152590e-07,135.000000
1,1.535000e+00,8.411052,4.768410e-07,-78.690000
2,3.039000e+00,8.413363,4.768410e-07,-59.034000
3,4.540000e+00,8.408891,4.768410e-07,-90.000000
4,6.034000e+00,8.399095,4.768410e-07,-63.438000
5,7.551000e+00,8.409928,4.768410e-07,-45.000000
6,9.044000e+00,8.390252,7.152590e-07,-75.966000
7,1.056000e+01,8.387588,4.768410e-07,-45.000000
8,1.204100e+01,8.400427,2.384200e-07,-90.000000
9,1.354000e+01,8.401842,4.768410e-07,-68.196000
10,1.504200e+01,8.400122,4.768410e-07,-104.034000
11,1.654700e+01,8.406492,4.768410e-07,-75.966000
12,1.803500e+01,8.419239,4.768410e-07,-59.034000
13,1.954100e+01,8.417484,2.384200e-07,-90.000000
14,2.104100e+01,8.436509,4.768410e-07,-68.196000
15,2.254100e+01,8.421068,4.768410e-07,-45.000000
16,2.405200e+01,8.423700,4.768410e-07,-75.966000
17,2.555100e+01,8.414496,9.536820e-07,-123.690000
18,2.704000e+01,8.425576,9.536820e-07,-90.000000
19,2.853800e+01,8.437849,4.768410e-07,-68.196000
20,3.004100e+01,8.443448,4.768410e-07,-45.000000
21,3.154200e+01,8.436206,7.152590e-07,180.000000
22,3.303900e+01,8.435124,4.768410e-07,-59.034000
23,3.454400e+01,8.453473,9.536820e-07,161.568000
24,3.604400e+01,8.439634,4.768410e-07,-38.658000
25,3.754000e+01,8.447257,4.768410e-07,-51.342000
26,3.904100e+01,8.434868,7.152590e-07,-90.000000
27,4.053700e+01,8.464138,4.768410e-07,-59.034000
28,4.205200e+01,8.452381,4.768410e-07,-104.034000
29,4.354500e+01,8.450343,4.768410e-07,-18.432000
30,4.503500e+01,8.452080,4.768410e-07,-51.342000
31,4.654000e+01,8.468083,9.536820e-07,-90.000000
32,4.804400e+01,8.450501,9.536820e-07,-135.000000
33,4.954200e+01,8.470437,9.536820e-07,-104.034000
34,5.104000e+01,8.464786,7.152590e-07,-78.690000
35,5.254000e+01,8.467895,4.768410e-07,-51.342000
36,5.403400e+01,8.466097,9.536820e-07,-90.000000
37,5.554000e+01,8.487018,4.768410e-07,-66.036000
38,5.704900e+01,8.478246,9.536820e-07,-104.034000
39,5.854100e+01,8.486283,4.768410e-07,-78.690000
40,6.004600e+01,8.475407,9.536820e-07,-108.432000
41,6.154100e+01,8.489736,7.152590e-07,-90.000000
42,6.303700e+01,8.486129,4.768410e-07,-59.034000
43,6.454300e+01,8.472990,9.536820e-07,135.000000
44,6.604100e+01,8.481516,7.152590e-07,-63.438000
45,6.754700e+01,8.476636,7.152590e-07,-123.690000
46,6.905200e+01,8.503111,9.536820e-07,-75.966000
47,7.053400e+01,8.503704,4.768410e-07,-59.034000
48,7.204400e+01,8.519307,9.536820e-07,-90.000000
49,7.354900e+01,8.492435,7.152590e-07,-38.658000
50,7.504100e+01,8.499437,4.768410e-07,-68.196000
51,7.654100e+01,8.488951,9.536820e-07,-78.690000
52,7.804000e+01,8.503443,4.768410e-07,-68.196000
53,7.953700e+01,8.508543,4.768410e-07,-38.658000
54,8.105600e+01,8.516972,7.152590e-07,-75.966000
55,8.254100e+01,8.518298,4.768410e-07,-108.432000
56,8.404100e+01,8.523913,9.536820e-07,-75.966000
57,8.554000e+01,8.520616,7.152590e-07,-59.034000
58,8.704400e+01,8.505242,7.152590e-07,-108.432000
59,8.853600e+01,8.516133,9.536820e-07,-75.966000
60,9.005800e+01,8.520839,4.768410e-07,-45.000000
61,9.153900e+01,8.523596,9.536820e-07,-90.000000
62,9.304000e+01,8.523775,7.152590e-07,-68.196000
63,9.454100e+01,8.556652,4.291560e-06,-8.970000
64,9.604100e+01,8.551217,1.668940e-06,-35.538000
65,9.753700e+01,8.546515,9.536820e-07,-39.804000
66,9.904100e+01,8.525782,9.536820e-07,-90.000000
67,1.005400e+02,8.530892,1.430520e-06,-135.000000
68,1.020410e+02,8.530112,7.152590e-07,-104.034000
69,1.035400e+02,8.543393,1.430520e-06,0.000000
70,1.050400e+02,8.557727,2.384200e-06,-21.804000
71,1.065350e+02,8.549295,1.668940e-06,-33.690000
72,1.080390e+02,8.549965,1.192100e-06,-38.658000
73,1.095500e+02,8.565796,4.768400e-06,-7.764000
74,1.110490e+02,8.543351,9.536820e-07,0.000000
75,1.125400e+02,8.570762,9.775220e-06,-7.722000
76,1.140350e+02,8.560993,1.430520e-06,-36.870000
77,1.155340e+02,8.564956,3.814730e-06,-18.432000
78,1.170400e+02,8.563880,3.814730e-06,-10.782000
79,1.185380e+02,8.570879,9.298380e-06,-4.398000
