Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
0,3.700000e-02,14.990975,5.886270e-01,-13.464000
1,2.830000e-01,14.994751,5.878940e-01,-13.506000
2,5.380000e-01,14.998438,5.884440e-01,-13.542000
3,7.830000e-01,15.001191,5.881390e-01,-13.494000
4,1.030000e+00,15.004810,5.882610e-01,-13.488000
5,1.276000e+00,15.008423,5.884440e-01,-13.482000
6,1.535000e+00,15.011917,5.885050e-01,-13.554000
7,1.784000e+00,15.009381,5.883220e-01,-13.470000
8,2.034000e+00,15.007119,5.883220e-01,-13.548000
9,2.281000e+00,15.005325,5.888710e-01,-13.542000
10,2.534000e+00,15.003490,5.889320e-01,-13.458000
11,2.782000e+00,15.002602,5.882610e-01,-13.536000
12,3.037000e+00,15.000484,5.883220e-01,-13.530000
13,3.278000e+00,14.999310,5.883220e-01,-13.518000
14,3.529000e+00,15.000473,5.883830e-01,-13.506000
15,3.787000e+00,15.001834,5.883830e-01,-13.506000
16,4.031000e+00,15.001334,5.883830e-01,-13.500000
17,4.279000e+00,14.999320,5.883220e-01,-13.494000
18,4.535000e+00,14.997718,5.883220e-01,-13.482000
19,4.788000e+00,14.997074,5.884440e-01,-13.548000
20,5.033000e+00,14.994419,5.885050e-01,-13.548000
21,9.488000e+00,14.992605,5.885660e-01,-13.548000
22,9.525000e+00,14.986047,5.883830e-01,-13.494000
23,9.563000e+00,14.986047,5.881390e-01,-13.542000
24,9.609000e+00,14.986047,5.889320e-01,-13.476000
25,9.657000e+00,14.987730,5.882000e-01,-13.512000
26,9.703000e+00,14.987730,5.885050e-01,-13.560000
27,9.752000e+00,14.989374,5.889930e-01,-13.494000
28,9.795000e+00,14.989374,5.885660e-01,-13.560000
29,9.837000e+00,14.991000,5.886880e-01,-13.476000
30,9.881000e+00,14.991000,5.883220e-01,-13.566000
31,9.924000e+00,14.991000,5.889320e-01,-13.560000
32,9.973000e+00,14.992136,5.881390e-01,-13.554000
33,1.002000e+01,14.992136,5.884440e-01,-13.488000
34,1.006600e+01,14.991583,5.882610e-01,-13.560000
35,1.010900e+01,14.991583,5.889320e-01,-13.524000
36,1.015800e+01,14.991583,5.882610e-01,-13.506000
37,1.020400e+01,14.990519,5.889320e-01,-13.482000
38,1.024900e+01,14.990519,5.889930e-01,-13.506000
39,1.028700e+01,14.988471,5.888100e-01,-13.536000
40,1.032700e+01,14.988471,5.882000e-01,-13.518000
41,1.036500e+01,14.988471,5.882000e-01,-13.494000
42,1.054400e+01,14.982576,5.881390e-01,-13.542000
43,1.079200e+01,14.974506,5.882000e-01,-13.542000
44,1.103000e+01,14.965610,5.882610e-01,-13.536000
45,1.127900e+01,14.953732,5.883220e-01,-13.524000
46,1.152800e+01,14.949216,5.883220e-01,-13.512000
47,1.179100e+01,14.947105,5.884440e-01,-13.506000
48,1.202800e+01,14.944486,5.885050e-01,-13.506000
49,1.227600e+01,14.938004,5.885050e-01,-13.506000
50,1.253500e+01,14.929501,5.885050e-01,-13.506000
51,1.278300e+01,14.916843,5.885660e-01,-13.500000
52,1.304400e+01,14.900304,5.886270e-01,-13.578000
53,1.328600e+01,14.869538,5.887490e-01,-13.500000
54,1.353700e+01,14.849792,5.884440e-01,-13.584000
55,1.379300e+01,14.828313,5.889930e-01,-13.500000
56,1.404000e+01,14.790922,5.890540e-01,-13.578000
57,1.428600e+01,14.760907,5.885050e-01,-13.572000
58,1.453100e+01,14.731250,5.885660e-01,-13.572000
59,1.478400e+01,14.701710,5.888100e-01,-13.566000
60,1.503300e+01,14.672058,5.889320e-01,-13.560000
61,1.528600e+01,14.623424,5.892370e-01,-13.548000
62,1.554100e+01,14.591516,5.894810e-01,-13.536000
63,1.578700e+01,14.560926,5.900310e-01,-13.578000
64,1.604400e+01,14.517094,5.898480e-01,-13.524000
65,1.628700e+01,14.484252,5.899700e-01,-13.518000
66,1.653700e+01,14.450264,5.902140e-01,-13.602000
67,1.679900e+01,14.415039,5.902750e-01,-13.518000
68,1.703600e+01,14.360371,5.903970e-01,-13.518000
69,1.729600e+01,14.325916,5.900920e-01,-13.614000
70,1.753200e+01,14.293797,5.906410e-01,-13.530000
71,1.779700e+01,14.260787,5.899700e-01,-13.614000
72,1.803600e+01,14.210228,5.899700e-01,-13.614000
73,1.829200e+01,14.169791,5.899090e-01,-13.614000
74,1.853000e+01,14.134393,5.899700e-01,-13.614000
75,1.879100e+01,14.099961,5.900310e-01,-13.614000
76,1.904300e+01,14.049355,5.899700e-01,-13.608000
77,1.928300e+01,14.016625,5.900310e-01,-13.602000
