Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
98,1.470380e+02,7.429993,4.097850e-06,89.274000
99,1.485360e+02,7.426243,4.198430e-06,94.398000
100,1.500370e+02,7.404414,4.891340e-06,97.482000
101,1.515360e+02,7.441972,4.228230e-06,89.340000
102,1.530360e+02,7.401840,4.217060e-06,91.854000
103,1.545370e+02,7.470848,4.291560e-06,96.606000
104,1.560440e+02,7.495572,4.198430e-06,89.910000
105,1.575380e+02,7.496790,4.041970e-06,87.744000
106,1.590350e+02,7.475663,4.358620e-06,93.162000
107,1.605410e+02,7.454464,4.209610e-06,91.638000
108,1.620350e+02,7.453092,4.053140e-06,89.814000
109,1.635350e+02,7.488266,3.926490e-06,93.090000
110,1.650390e+02,7.513148,3.993540e-06,89.346000
111,1.665370e+02,7.514476,4.328820e-06,94.014000
112,1.680370e+02,7.483713,4.280390e-06,92.790000
113,1.695380e+02,7.518123,3.974910e-06,91.782000
114,1.710350e+02,7.473084,4.589590e-06,89.310000
115,1.725370e+02,7.531118,4.176080e-06,90.762000
116,1.740420e+02,7.513109,4.168630e-06,91.386000
117,1.755350e+02,7.527269,4.243130e-06,93.294000
118,1.770370e+02,7.508044,4.325090e-06,95.052000
119,1.785360e+02,7.494983,4.306460e-06,94.812000
120,1.800380e+02,7.533463,4.448030e-06,89.286000
121,1.815380e+02,7.569982,4.254310e-06,91.356000
122,1.830420e+02,7.562351,4.254310e-06,94.872000
123,1.845370e+02,7.552225,4.269210e-06,92.010000
124,1.860360e+02,7.518906,4.630560e-06,92.100000
125,1.875480e+02,7.521742,4.109020e-06,90.408000
126,1.890360e+02,7.506706,4.369790e-06,89.616000
127,1.905380e+02,7.577503,4.306460e-06,92.994000
128,1.920430e+02,7.604935,4.198430e-06,91.158000
129,1.935440e+02,7.606047,4.000990e-06,94.290000
130,1.950360e+02,7.594285,4.280390e-06,93.924000
131,1.965350e+02,7.582464,4.135100e-06,99.012000
132,1.980370e+02,7.581916,4.235680e-06,94.626000
133,1.995360e+02,7.566820,4.306460e-06,96.264000
134,2.010350e+02,7.591592,4.325090e-06,92.586000
135,2.025460e+02,7.603010,4.302740e-06,89.088000
136,2.040420e+02,7.613807,4.079220e-06,92.424000
137,2.055380e+02,7.623968,4.250590e-06,93.258000
138,2.070360e+02,7.596210,4.652920e-06,89.562000
139,2.085360e+02,7.615903,4.611940e-06,93.612000
140,2.100420e+02,7.626190,4.533710e-06,93.048000
141,2.115520e+02,7.624680,4.224510e-06,91.548000
142,2.130390e+02,7.632894,4.559780e-06,92.046000
143,2.145360e+02,7.629932,4.492730e-06,89.544000
144,2.160360e+02,7.629237,4.261760e-06,88.068000
145,2.175400e+02,7.631681,4.384700e-06,90.426000
148,2.220370e+02,7.690439,4.351170e-06,99.852000
149,2.235360e+02,7.673355,4.258040e-06,94.602000
150,2.250450e+02,7.693830,4.611940e-06,92.712000
151,2.265360e+02,7.685889,4.384700e-06,88.086000
152,2.280400e+02,7.694044,4.865260e-06,91.428000
153,2.295350e+02,7.690792,4.690170e-06,88.086000
154,2.310410e+02,7.667705,4.455480e-06,89.664000
155,2.325350e+02,7.631369,3.989820e-06,83.400000
156,2.340370e+02,7.675740,4.146280e-06,90.900000
157,2.355380e+02,7.701075,4.053140e-06,88.848000
158,2.370370e+02,7.680452,4.202160e-06,87.378000
159,2.385360e+02,7.690702,4.243130e-06,92.022000
160,2.400380e+02,7.714482,4.399600e-06,88.470000
161,2.415370e+02,7.751096,4.116470e-06,87.738000
162,2.430370e+02,7.746336,4.068050e-06,90.642000
163,2.445450e+02,7.751943,4.503910e-06,91.950000
164,2.460430e+02,7.763410,4.533710e-06,94.326000
165,2.475390e+02,7.755942,4.470380e-06,89.460000
166,2.490370e+02,7.713156,4.589590e-06,89.754000
167,2.505360e+02,7.728498,4.630560e-06,92.706000
168,2.520360e+02,7.695439,4.392150e-06,92.640000
169,2.535370e+02,7.724810,4.462930e-06,94.602000
170,2.550400e+02,7.778732,4.392150e-06,92.340000
171,2.565380e+02,7.793599,4.339990e-06,88.968000
172,2.580380e+02,7.798850,4.451750e-06,91.512000
173,2.595370e+02,7.772414,4.101570e-06,95.148000
174,2.610430e+02,7.775636,4.157450e-06,87.852000
175,2.625440e+02,7.779996,4.049420e-06,87.930000
176,2.640370e+02,7.763156,4.529980e-06,90.948000
177,2.655360e+02,7.754455,4.373520e-06,87.696000
178,2.670370e+02,7.802899,4.619390e-06,90.042000
179,2.685380e+02,7.827835,4.131380e-06,92.844000
180,2.700380e+02,7.833614,4.578410e-06,91.428000
181,2.715370e+02,7.822542,4.556060e-06,88.320000
182,2.730450e+02,7.780581,4.626840e-06,93.918000
183,2.745420e+02,7.788328,4.705070e-06,93.498000
184,2.760380e+02,7.834690,4.462930e-06,89.628000
185,2.775360e+02,7.811393,4.049420e-06,96.330000
186,2.790360e+02,7.826344,4.407050e-06,93.900000
187,2.805380e+02,7.829000,4.388420e-06,90.894000
188,2.820460e+02,7.825020,4.164900e-06,87.720000
189,2.835380e+02,7.874916,4.239410e-06,91.320000
190,2.850390e+02,7.878105,4.190980e-06,90.534000
191,2.865360e+02,7.805372,4.313920e-06,88.056000
192,2.880350e+02,7.799055,4.120200e-06,92.760000
193,2.895380e+02,7.871452,4.217060e-06,91.770000
194,2.910580e+02,7.896763,4.019620e-06,89.028000
195,2.925350e+02,7.835486,4.299010e-06,90.174000
196,2.940350e+02,7.883140,4.433120e-06,89.916000
197,2.955380e+02,7.846872,4.481550e-06,93.294000
198,2.970370e+02,7.920615,4.120200e-06,89.910000
199,2.985370e+02,7.905172,4.053140e-06,92.256000
200,3.000420e+02,7.856421,4.719970e-06,86.316000
201,3.015390e+02,7.936997,4.332540e-06,93.018000
202,3.030360e+02,7.908381,4.433120e-06,90.336000
203,3.045420e+02,7.914887,4.198430e-06,89.556000
204,3.060390e+02,7.940808,4.425670e-06,92.238000
205,3.075360e+02,7.921786,4.496450e-06,93.036000
206,3.090460e+02,7.899859,4.295290e-06,93.618000
207,3.105440e+02,7.926247,4.384700e-06,93.276000
208,3.120370e+02,7.866714,4.529980e-06,94.914000
209,3.135370e+02,7.902628,4.041970e-06,90.876000
210,3.150390e+02,7.941410,4.187260e-06,89.508000
211,3.165380e+02,7.998626,4.388420e-06,90.384000
212,3.180510e+02,7.999607,4.101570e-06,86.586000
213,3.195370e+02,8.011528,4.228230e-06,90.174000
214,3.210380e+02,7.940176,4.418220e-06,93.000000
215,3.225360e+02,7.956338,4.440580e-06,96.264000
216,3.240350e+02,7.978744,4.362340e-06,91.542000
217,3.255350e+02,7.954590,4.295290e-06,90.912000
218,3.270410e+02,7.904098,4.325090e-06,88.752000
219,3.285350e+02,7.936952,4.675270e-06,90.318000
220,3.300370e+02,8.002890,4.287840e-06,90.828000
221,3.315430e+02,8.026508,4.433120e-06,93.918000
222,3.330360e+02,8.024821,4.336270e-06,87.504000
223,3.345370e+02,7.970263,4.455480e-06,87.774000
224,3.360380e+02,7.997166,4.120200e-06,91.674000
225,3.375350e+02,7.981705,4.559780e-06,95.010000
