Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
0,4.100000e-02,30.720284,5.443760e-01,-10.332000
1,2.830000e-01,30.701452,5.436440e-01,-10.398000
2,5.390000e-01,30.686316,5.435830e-01,-10.398000
3,7.880000e-01,30.669853,5.435220e-01,-10.386000
4,1.033000e+00,30.652651,5.435220e-01,-10.386000
5,1.285000e+00,30.622826,5.434000e-01,-10.380000
6,1.540000e+00,30.601614,5.434000e-01,-10.374000
7,1.789000e+00,30.579872,5.433390e-01,-10.368000
8,2.043000e+00,30.558773,5.433390e-01,-10.350000
9,2.286000e+00,30.522751,5.437660e-01,-10.380000
10,2.533000e+00,30.498095,5.434610e-01,-10.326000
11,2.788000e+00,30.471106,5.434000e-01,-10.314000
12,3.041000e+00,30.443348,5.434610e-01,-10.308000
13,3.285000e+00,30.400286,5.434610e-01,-10.308000
14,3.537000e+00,30.370630,5.430950e-01,-10.392000
15,3.789000e+00,30.340506,5.430340e-01,-10.386000
16,4.056000e+00,30.295336,5.430340e-01,-10.392000
17,4.288000e+00,30.265762,5.429730e-01,-10.392000
18,4.539000e+00,30.234940,5.429730e-01,-10.386000
19,4.789000e+00,30.201920,5.427890e-01,-10.380000
20,5.041000e+00,30.153305,5.427890e-01,-10.368000
21,5.289000e+00,30.120617,5.427890e-01,-10.362000
22,5.534000e+00,30.087936,5.429120e-01,-10.350000
23,5.788000e+00,30.055103,5.430340e-01,-10.344000
24,6.036000e+00,30.005501,5.431560e-01,-10.338000
25,6.290000e+00,29.973192,5.436440e-01,-10.386000
26,6.536000e+00,29.940342,5.434610e-01,-10.326000
27,6.790000e+00,29.909006,5.435220e-01,-10.392000
28,7.041000e+00,29.861912,5.433390e-01,-10.392000
29,7.288000e+00,29.830582,5.432780e-01,-10.392000
30,7.538000e+00,29.799232,5.432170e-01,-10.386000
31,7.789000e+00,29.768316,5.437660e-01,-10.392000
32,8.034000e+00,29.720688,5.433390e-01,-10.392000
33,8.290000e+00,29.690662,5.432780e-01,-10.398000
34,8.537000e+00,29.662086,5.432170e-01,-10.392000
35,8.795000e+00,29.633871,5.431560e-01,-10.386000
36,9.042000e+00,29.593721,5.432780e-01,-10.380000
37,9.289000e+00,29.566111,5.433390e-01,-10.362000
38,9.539000e+00,29.539669,5.433390e-01,-10.356000
39,9.792000e+00,29.515739,5.434610e-01,-10.350000
40,1.003900e+01,29.481882,5.438880e-01,-10.404000
41,1.028600e+01,29.458538,5.436440e-01,-10.344000
42,1.053800e+01,29.437700,5.437050e-01,-10.410000
43,1.079500e+01,29.409069,5.435220e-01,-10.410000
44,1.524800e+01,29.390892,5.434610e-01,-10.410000
45,1.949400e+01,29.314634,5.440100e-01,-10.416000
46,2.793800e+01,0.000000,5.442540e-01,-10.338000
47,2.798700e+01,29.302259,5.452310e-01,-10.380000
48,2.802400e+01,29.302259,5.447430e-01,-10.374000
49,2.806700e+01,29.288141,5.451700e-01,-10.362000
50,2.810600e+01,29.288141,5.452310e-01,-10.404000
51,2.814900e+01,29.288141,5.444980e-01,-10.422000
52,2.819300e+01,29.272642,5.446210e-01,-10.392000
53,2.823600e+01,29.272642,5.451090e-01,-10.422000
54,2.828600e+01,29.256325,5.448650e-01,-10.362000
55,2.833700e+01,29.256325,5.454140e-01,-10.404000
56,2.838500e+01,29.256325,5.447430e-01,-10.440000
57,2.843000e+01,29.240999,5.448040e-01,-10.380000
58,2.847300e+01,29.240999,5.451090e-01,-10.428000
59,2.851800e+01,29.225338,5.448650e-01,-10.440000
60,2.856300e+01,29.225338,5.452920e-01,-10.428000
61,2.860800e+01,29.225338,5.454140e-01,-10.404000
62,2.865200e+01,29.209219,5.448650e-01,-10.368000
63,2.869400e+01,29.209219,5.450480e-01,-10.434000
64,2.873900e+01,29.191595,5.451090e-01,-10.356000
65,2.877700e+01,29.191595,5.454140e-01,-10.356000
66,2.881300e+01,29.191595,5.450480e-01,-10.356000
67,2.885500e+01,29.173542,5.453530e-01,-10.380000
68,2.889800e+01,29.173542,5.446820e-01,-10.392000
69,2.893800e+01,29.173542,5.452310e-01,-10.404000
70,2.898200e+01,29.155346,5.452920e-01,-10.398000
71,2.902600e+01,29.155346,5.448040e-01,-10.374000
72,2.907000e+01,29.137463,5.450480e-01,-10.356000
73,2.911300e+01,29.137463,5.454140e-01,-10.350000
74,2.915900e+01,29.137463,5.445590e-01,-10.422000
75,2.919900e+01,29.119829,5.446820e-01,-10.392000
76,2.924400e+01,29.119829,5.453530e-01,-10.368000
77,2.928800e+01,29.101124,5.452920e-01,-10.398000
78,2.933300e+01,29.101124,5.450480e-01,-10.428000
79,2.938200e+01,29.101124,5.447430e-01,-10.434000
80,2.943000e+01,29.082441,5.446820e-01,-10.380000
81,2.947000e+01,29.082441,5.452920e-01,-10.356000
82,2.951200e+01,29.063782,5.449260e-01,-10.434000
83,2.955200e+01,29.063782,5.449260e-01,-10.434000
84,2.959400e+01,29.063782,5.449870e-01,-10.428000
85,2.963900e+01,29.045380,5.451090e-01,-10.350000
86,2.968100e+01,29.045380,5.453530e-01,-10.356000
87,2.973000e+01,29.026340,5.452920e-01,-10.416000
88,2.977300e+01,29.026340,5.451090e-01,-10.362000
89,2.981600e+01,29.026340,5.449870e-01,-10.440000
90,2.986000e+01,29.006405,5.452310e-01,-10.350000
91,2.990000e+01,29.006405,5.447430e-01,-10.434000
92,2.994100e+01,28.986830,5.451700e-01,-10.356000
93,2.997700e+01,28.986830,5.451700e-01,-10.350000
94,3.001700e+01,28.986830,5.448040e-01,-10.380000
95,3.006800e+01,28.966656,5.454750e-01,-10.392000
96,3.011200e+01,28.966656,5.447430e-01,-10.428000
97,3.015700e+01,28.966656,5.454750e-01,-10.380000
98,3.020200e+01,28.946484,5.454140e-01,-10.368000
99,3.024500e+01,28.946484,5.451090e-01,-10.434000
100,3.029700e+01,28.926115,5.448650e-01,-10.392000
101,3.033900e+01,28.926115,5.452310e-01,-10.428000
102,3.038100e+01,28.926115,5.452310e-01,-10.350000
103,3.041800e+01,28.905886,5.454140e-01,-10.416000
104,3.046200e+01,28.905886,5.448650e-01,-10.392000
105,3.050800e+01,28.885437,5.450480e-01,-10.362000
106,3.055100e+01,28.885437,5.454140e-01,-10.350000
107,3.060500e+01,28.864323,5.455970e-01,-10.434000
108,3.064100e+01,28.864323,5.453530e-01,-10.350000
109,3.068000e+01,28.864323,5.449870e-01,-10.380000
110,3.072100e+01,28.844198,5.455970e-01,-10.380000
111,3.076900e+01,28.844198,5.457190e-01,-10.374000
112,3.081100e+01,28.844198,5.452310e-01,-10.434000
113,3.085900e+01,28.824022,5.456580e-01,-10.362000
114,3.089900e+01,28.824022,5.449260e-01,-10.404000
115,3.093800e+01,28.804077,5.455970e-01,-10.356000
116,3.097800e+01,28.804077,5.451090e-01,-10.434000
117,3.102000e+01,28.804077,5.451700e-01,-10.434000
118,3.106300e+01,28.783682,5.456580e-01,-10.344000
119,3.110600e+01,28.783682,5.449870e-01,-10.428000
120,3.116100e+01,28.762560,5.457800e-01,-10.428000
121,3.120300e+01,28.762560,5.456580e-01,-10.362000
122,3.124400e+01,28.762560,5.457800e-01,-10.356000
123,3.128600e+01,28.741703,5.456580e-01,-10.362000
124,3.132900e+01,28.741703,5.450480e-01,-10.422000
125,3.137400e+01,28.741703,5.450480e-01,-10.380000
126,3.153900e+01,28.699253,5.449870e-01,-10.416000
127,3.179000e+01,28.654886,5.450480e-01,-10.410000
128,3.203700e+01,28.610731,5.451090e-01,-10.404000
129,3.228200e+01,28.544533,5.451700e-01,-10.398000
130,3.253800e+01,28.500565,5.458410e-01,-10.386000
131,3.278400e+01,28.454290,5.466960e-01,-10.434000
132,3.303900e+01,28.386461,5.469400e-01,-10.368000
133,3.329000e+01,28.342203,5.469400e-01,-10.362000
134,3.353800e+01,28.296310,5.470620e-01,-10.434000
135,3.378900e+01,28.251320,5.469400e-01,-10.356000
136,3.404900e+01,28.184029,5.469400e-01,-10.446000
137,3.428900e+01,28.140190,5.471230e-01,-10.458000
138,3.455400e+01,28.095936,5.473060e-01,-10.458000
139,3.478900e+01,28.052139,5.474280e-01,-10.464000
140,3.505400e+01,27.986431,5.474890e-01,-10.458000
141,3.528900e+01,27.943525,5.476720e-01,-10.458000
142,3.553600e+01,27.901505,5.477330e-01,-10.452000
143,3.578900e+01,27.860130,5.479160e-01,-10.446000
144,3.603900e+01,27.799387,5.480380e-01,-10.428000
145,3.628900e+01,27.759047,5.482220e-01,-10.464000
146,3.654000e+01,27.719833,5.485270e-01,-10.476000
147,3.678500e+01,27.681252,5.482830e-01,-10.482000
148,3.704100e+01,27.624037,5.484660e-01,-10.494000
149,3.728900e+01,27.588230,5.485880e-01,-10.416000
150,3.754000e+01,27.552544,5.486490e-01,-10.500000
151,3.780300e+01,27.501947,5.487710e-01,-10.500000
152,3.803900e+01,27.469122,5.488320e-01,-10.506000
153,3.829000e+01,27.437712,5.488320e-01,-10.506000
154,3.853900e+01,27.408293,5.490760e-01,-10.500000
155,3.879300e+01,27.380074,5.491980e-01,-10.500000
156,3.904700e+01,27.338774,5.493200e-01,-10.500000
157,3.928800e+01,27.312145,5.494420e-01,-10.500000
158,3.955000e+01,27.289164,5.501140e-01,-10.500000
159,3.979100e+01,27.265221,5.496250e-01,-10.488000
160,4.003500e+01,27.232796,5.497470e-01,-10.476000
161,4.029000e+01,27.213928,5.501750e-01,-10.518000
162,4.054000e+01,27.196566,5.502360e-01,-10.518000
163,4.079900e+01,27.171726,5.502970e-01,-10.524000
164,4.103900e+01,27.158457,5.504190e-01,-10.524000
165,4.128900e+01,27.146149,5.504800e-01,-10.524000
166,4.154000e+01,27.135784,5.504800e-01,-10.530000
167,4.179100e+01,27.123524,5.504800e-01,-10.524000
168,4.204000e+01,27.115461,5.506020e-01,-10.524000
169,4.229000e+01,27.110050,5.505410e-01,-10.518000
170,4.254000e+01,27.106689,5.506020e-01,-10.518000
171,4.278900e+01,27.105253,5.506020e-01,-10.518000
172,4.303500e+01,27.106302,5.506630e-01,-10.512000
173,4.328900e+01,27.108614,5.513340e-01,-10.512000
174,4.354900e+01,27.111059,5.513340e-01,-10.548000
175,4.379100e+01,27.116638,5.509070e-01,-10.500000
176,4.404100e+01,27.121893,5.513340e-01,-10.542000
177,4.429000e+01,27.128857,5.510290e-01,-10.488000
178,4.454600e+01,27.137983,5.512730e-01,-10.542000
179,4.479000e+01,27.153971,5.512730e-01,-10.548000
180,4.504200e+01,27.164091,5.512730e-01,-10.548000
181,4.529000e+01,27.175306,5.512120e-01,-10.554000
182,4.554300e+01,27.186369,5.510900e-01,-10.554000
183,4.579100e+01,27.205172,5.510290e-01,-10.554000
184,4.604200e+01,27.218334,5.510290e-01,-10.554000
185,4.629700e+01,27.233162,5.509680e-01,-10.548000
186,4.653900e+01,27.247692,5.510290e-01,-10.548000
187,4.679100e+01,27.271828,5.510290e-01,-10.548000
188,4.703800e+01,27.287088,5.510900e-01,-10.542000
189,4.729000e+01,27.301161,5.512730e-01,-10.530000
190,4.754000e+01,27.322706,5.513950e-01,-10.518000
191,4.779800e+01,27.337305,5.514560e-01,-10.512000
192,4.804000e+01,27.351780,5.517620e-01,-10.566000
193,4.829000e+01,27.366354,5.515790e-01,-10.572000
194,4.854000e+01,27.386520,5.514560e-01,-10.584000
195,4.878500e+01,27.398605,5.513340e-01,-10.590000
196,4.903900e+01,27.410879,5.512730e-01,-10.590000
197,4.930500e+01,27.422255,5.512120e-01,-10.590000
198,4.954200e+01,27.437471,5.510900e-01,-10.590000
199,4.979700e+01,27.447052,5.510290e-01,-10.596000
200,5.003600e+01,27.456160,5.509680e-01,-10.596000
201,5.029000e+01,27.463730,5.516400e-01,-10.560000
202,5.054900e+01,27.474533,5.509070e-01,-10.572000
203,5.079200e+01,27.481340,5.509070e-01,-10.578000
204,5.103800e+01,27.485640,5.508460e-01,-10.578000
205,5.128800e+01,27.488953,5.509070e-01,-10.566000
206,5.154700e+01,27.489670,5.509680e-01,-10.560000
207,5.179200e+01,27.488600,5.509680e-01,-10.554000
208,5.204700e+01,27.485504,5.512120e-01,-10.620000
209,5.229300e+01,27.481440,5.511510e-01,-10.614000
210,5.254200e+01,27.474312,5.510900e-01,-10.620000
211,5.279200e+01,27.465897,5.509680e-01,-10.536000
212,5.303700e+01,27.457434,5.509070e-01,-10.626000
213,5.329800e+01,27.447224,5.508460e-01,-10.626000
214,5.354100e+01,27.428232,5.507240e-01,-10.620000
215,5.379800e+01,27.413502,5.507240e-01,-10.620000
216,5.404200e+01,27.397020,5.506020e-01,-10.620000
217,5.430400e+01,27.369318,5.505410e-01,-10.590000
218,5.453700e+01,27.348623,5.504190e-01,-10.602000
219,5.479300e+01,27.325930,5.510290e-01,-10.608000
220,5.503700e+01,27.301949,5.504190e-01,-10.620000
221,5.529100e+01,27.265684,5.509070e-01,-10.632000
222,5.555900e+01,27.238991,5.508460e-01,-10.638000
223,5.579000e+01,27.211636,5.506020e-01,-10.584000
224,5.604900e+01,27.182117,5.506630e-01,-10.650000
225,5.628600e+01,27.136822,5.507850e-01,-10.656000
226,5.653800e+01,27.102802,5.507240e-01,-10.656000
227,5.678300e+01,27.070547,5.506630e-01,-10.656000
228,5.703500e+01,27.035658,5.506630e-01,-10.650000
229,5.728500e+01,26.981142,5.506630e-01,-10.650000
230,5.754300e+01,26.942242,5.513340e-01,-10.650000
231,5.779600e+01,26.904299,5.504190e-01,-10.650000
232,5.804200e+01,26.865747,5.504190e-01,-10.644000
233,5.829700e+01,26.804773,5.504800e-01,-10.632000
234,5.854300e+01,26.764091,5.512730e-01,-10.632000
235,5.880300e+01,26.722157,5.507240e-01,-10.614000
236,5.903700e+01,26.678846,5.509070e-01,-10.608000
237,5.928600e+01,26.614836,5.510290e-01,-10.650000
238,5.954500e+01,26.570713,5.510900e-01,-10.674000
239,5.979700e+01,26.524950,5.512730e-01,-10.602000
240,6.004000e+01,26.479725,5.513950e-01,-10.680000
241,6.029200e+01,26.412371,5.513950e-01,-10.686000
242,6.053800e+01,26.366936,5.517620e-01,-10.686000
243,6.079100e+01,26.322041,5.515170e-01,-10.692000
244,6.104000e+01,26.275688,5.515790e-01,-10.698000
245,6.129100e+01,26.206713,5.523110e-01,-10.644000
