Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
95,2.379000e+01,12.162833,5.922890e-01,-14.634000
96,2.404000e+01,12.175080,5.924720e-01,-14.634000
97,2.428900e+01,12.189237,5.922890e-01,-14.634000
98,2.454000e+01,12.199913,5.922280e-01,-14.634000
99,2.478900e+01,12.213481,5.921670e-01,-14.634000
100,2.503800e+01,12.228731,5.922280e-01,-14.622000
101,2.528700e+01,12.254386,5.922280e-01,-14.622000
102,2.553900e+01,12.270622,5.921670e-01,-14.610000
103,2.578900e+01,12.283647,5.921670e-01,-14.604000
104,2.603500e+01,12.295794,5.921670e-01,-14.592000
105,2.629100e+01,12.314382,5.921060e-01,-14.586000
106,2.654200e+01,12.329366,5.921060e-01,-14.574000
107,2.680200e+01,12.348619,5.926550e-01,-14.580000
108,2.704100e+01,12.368080,5.922280e-01,-14.580000
109,2.728400e+01,12.400771,5.922280e-01,-14.538000
110,2.754500e+01,12.417064,5.923500e-01,-14.526000
111,2.779300e+01,12.435540,5.925940e-01,-14.592000
112,2.805300e+01,12.463624,5.925330e-01,-14.592000
113,2.829200e+01,12.486032,5.924110e-01,-14.592000
114,2.854300e+01,12.510461,5.922890e-01,-14.592000
115,2.879300e+01,12.530622,5.922890e-01,-14.586000
116,2.904000e+01,12.561485,5.922890e-01,-14.574000
117,2.928100e+01,12.585822,5.922890e-01,-14.568000
118,2.953700e+01,12.606636,5.924110e-01,-14.556000
119,2.978500e+01,12.627930,5.924720e-01,-14.550000
120,3.003200e+01,12.661271,5.925330e-01,-14.532000
121,3.028700e+01,12.679996,5.932040e-01,-14.514000
122,3.053800e+01,12.696892,5.925330e-01,-14.502000
123,3.078900e+01,12.714774,5.926550e-01,-14.520000
124,3.103800e+01,12.751313,5.928380e-01,-14.478000
125,3.129000e+01,12.771668,5.930210e-01,-14.466000
126,3.153800e+01,12.792601,5.933270e-01,-14.514000
127,3.178900e+01,12.813117,5.932660e-01,-14.508000
128,3.203400e+01,12.839331,5.932040e-01,-14.502000
129,3.228800e+01,12.855371,5.931430e-01,-14.502000
130,3.254000e+01,12.871505,5.930210e-01,-14.496000
131,3.278600e+01,12.886984,5.928380e-01,-14.490000
132,3.304300e+01,12.915982,5.927770e-01,-14.490000
133,3.328700e+01,12.934419,5.927160e-01,-14.478000
134,3.353500e+01,12.950070,5.928990e-01,-14.466000
135,3.379300e+01,12.963162,5.931430e-01,-14.454000
136,3.404000e+01,12.980570,5.939370e-01,-14.436000
137,3.429800e+01,12.988489,5.933270e-01,-14.436000
138,3.454200e+01,12.997904,5.934490e-01,-14.436000
139,3.480400e+01,13.017900,5.939980e-01,-14.442000
140,3.504300e+01,13.031984,5.938150e-01,-14.442000
141,3.529800e+01,13.045926,5.937540e-01,-14.448000
142,3.553500e+01,13.054579,5.938760e-01,-14.442000
